Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Biovar	Race	Phylotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Predicted Species	Contig Number	No. N's	Barcode
RAL_AA1017AA	PD 8157	SRR32478065;ILLUMINA;Paired;;SRX27791993;SRA	Environment	Plant	ENVO:03501239; Solanum dulcamara	2021				Europe	Netherlands	North Brabant	Gemeente Hilvarenbeek			51.43333	5.11667	NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988013	SRS24169215	2025-03-11	2025-02-25	RAL_AA1017AA	Assembled	354.6	5.2	97964	5703488	Ralstonia solanacearum;100.0%	188	1053	RAL_AA1114AA_AS
RAL_AA1018AA	PD 8131	SRR32478066;ILLUMINA;Paired;;SRX27791992;SRA	Food	Unspecified Meat	ENVO:00002042	2021				Europe	Netherlands	North Brabant	Gemeente Hilvarenbeek			51.43333	5.11667	NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988012	SRS24169214	2025-03-11	2025-02-25	RAL_AA1018AA	Assembled	380.8	5.2	97964	5704160	Ralstonia solanacearum;100.0%	187	1237	RAL_AA1115AA_AS
RAL_AA1019AA	1455-11/2017	SRR32478067;ILLUMINA;Paired;;SRX27791991;SRA	Environment	Plant	ENVO:00000114; Solanum tuberosum	2017				Europe	Hungary	Somogy County						NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46987978	SRS24169212	2025-03-11	2025-02-25	RAL_AA1019AA	Assembled	352.5	5.2	90432	5704602	Ralstonia solanacearum;100.0%	196	1869	RAL_AA1116AA_AS
RAL_AA1020AA	PD 8114	SRR32478069;ILLUMINA;Paired;;SRX27791990;SRA	Food	Unspecified Meat	ENVO:00002042	2021				Europe	Netherlands	Overijssel						NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988011	SRS24169213	2025-03-11	2025-02-25	RAL_AA1020AA	Assembled	417.5	5.2	97964	5703567	Ralstonia solanacearum;100.0%	186	1404	RAL_AA1117AA_AS
RAL_AA1021AA	PD 7902	SRR32478068;ILLUMINA;Paired;;SRX27791989;SRA	Food	Unspecified Meat	ENVO:00002042	2020				Europe	Netherlands	North Brabant	Gemeente Hilvarenbeek			51.43333	5.11667	NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988010	SRS24169209	2025-03-11	2025-02-25	RAL_AA1021AA	Assembled	553.1	5.2	97964	5704444	Ralstonia solanacearum;100.0%	189	1400	RAL_AA1118AA_AS
RAL_AA1022AA	PD 7901	SRR32478070;ILLUMINA;Paired;;SRX27791988;SRA	Food	Unspecified Meat	ENVO:00002042	2020				Europe	Netherlands	Overijssel						NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988009	SRS24169211	2025-03-11	2025-02-25	RAL_AA1022AA	Assembled	409.4	5.2	90829	5701712	Ralstonia solanacearum;100.0%	191	1042	RAL_AA1119AA_AS
RAL_AA1023AA	PD 7424	SRR32478071;ILLUMINA;Paired;;SRX27791987;SRA	Environment	Plant	IAO:0000412; Rosa sp.	2018				Europe	Russia					60	100	NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988008	SRS24169208	2025-03-11	2025-02-25	RAL_AA1023AA	Assembled	725.9	5.2	86366	5700849	Ralstonia solanacearum;100.0%	194	1616	RAL_AA1120AA_AS
RAL_AA1024AA	PD 7413	SRR32478072;ILLUMINA;Paired;;SRX27791986;SRA	Environment	Plant	IAO:0000412; Rosa sp.	2018				Europe	Russia					60	100	NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988007	SRS24169210	2025-03-11	2025-02-25	RAL_AA1024AA	Assembled	511.9	5.2	78361	5700653	Ralstonia solanacearum;100.0%	203	3084	RAL_AA1121AA_AS
RAL_AA1026AA	PD 7098	SRR32478074;ILLUMINA;Paired;;SRX27791984;SRA	Environment	Plant	IAO:0000412; Curcuma sp.	2015												NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988005	SRS24169206	2025-03-11	2025-02-25	RAL_AA1026AA	Assembled	351.4	5.2	144246	5607103	Ralstonia solanacearum;98.18%	125	753	RAL_AA1122AA_AS
RAL_AA1027AA	PD 5777	SRR32478075;ILLUMINA;Paired;;SRX27791983;SRA	Environment	Plant	IAO:0000412; Curcuma sp.	2009				Asia	Thailand							NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988004	SRS24169205	2025-03-11	2025-02-25	RAL_AA1027AA	Assembled	285.4	5.2	156004	5607495	Ralstonia solanacearum;98.18%	125	897	RAL_AA1123AA_AS
RAL_AA1028AA	PD 5537	SRR32478076;ILLUMINA;Paired;;SRX27791982;SRA	Environment	Plant	IAO:0000412; Curcuma sp.	2008				Asia	Israel							NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988003	SRS24169203	2025-03-11	2025-02-25	RAL_AA1028AA	Assembled	217.5	5.2	156004	5606108	Ralstonia solanacearum;98.16%	116	866	RAL_AA1124AA_AS
RAL_AA1029AA	PD 5415	SRR32478077;ILLUMINA;Paired;;SRX27791981;SRA	Environment	Plant	IAO:0000412; Anthurium andraeanum	2006				Africa	Ghana							NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988002	SRS24169204	2025-03-11	2025-02-25	RAL_AA1029AA	Assembled	279.2	5.2	78442	5791655	Ralstonia solanacearum;99.32%	285	2885	RAL_AA1125AA_AS
RAL_AA1030AA	CLFF/3806/22	SRR32478078;ILLUMINA;Paired;;SRX27791980;SRA	Environment	Plant	ENVO:03600087; Rosa sp.	2022				Europe	Poland							NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46987992	SRS24169200	2025-03-11	2025-02-25	RAL_AA1030AA	Assembled	385.8	5.2	97961	5715960	Ralstonia solanacearum;99.29%	187	3310	RAL_AA1126AA_AS
RAL_AA1031AA	toru/5623/16	SRR32478079;ILLUMINA;Paired;;SRX27791979;SRA	Environment	Plant	ENVO:03600087; Rosa sp.	2016				Europe	Poland							NIVIP	Ralstonia pseudosolanacearum					PRJNA1227534	SRP566108	SAMN46988021	SRS24169202	2025-03-11	2025-02-25	RAL_AA1031AA	Assembled	529.7	5.2	77062	5702282	Ralstonia solanacearum;100.0%	207	3377	RAL_AA1127AA_AS
RAL_AA1058AA	NCSU_RsMR-FL01	SRR33130308;PACBIO_SMRT;Single;;SRX28393075;SRA,SRR33129610;ILLUMINA;Paired;;SRX28392377;SRA	Environment	Plant	tomato; Stem; Agricultural field	2023				North America	United States	North Carolina						North Carolina State University	Ralstonia solanacearum					PRJNA1243438	SRP578494	SAMN47621267	SRS24716248	2025-05-08	2025-04-14	RAL_AA1058AA	Assembled	81.1	5.2	61030	5344625	Ralstonia solanacearum;97.7%	253	5537	RAL_AA1135AA_AS
RAL_AA1060AA	NCSU_Rs32	SRR33129612;ILLUMINA;Paired;;SRX28392375;SRA,SRR33130310;PACBIO_SMRT;Single;;SRX28393073;SRA	Environment	Plant	tomato; Stem; Agricultural field	2012				North America	United States	North Carolina						North Carolina State University	Ralstonia solanacearum					PRJNA1243438	SRP578494	SAMN47621265	SRS24716246	2025-05-08	2025-04-14	RAL_AA1060AA	Assembled	76.9	5.2	61380	5363890	Ralstonia solanacearum;98.47%	266	5405	RAL_AA1136AA_AS
RAL_AA1062AA	MAFF 106244	DRR657717;OXFORD_NANOPORE;Single;;DRX637998;SRA,DRR657716;ILLUMINA;Single;;DRX637997;SRA	Environment	Plant	Solanum melongena	1981				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD00889216	DRS478972	2025-07-16	2025-06-02	RAL_AA1062AA	Assembled	34.8	5.2	74530	5748008	Ralstonia solanacearum;99.82%	197	5884	RAL_AA1142AA_AS
RAL_AA1064AA	MAFF 311772	DRR667609;ILLUMINA;Paired;;DRX647711;SRA,DRR667610;OXFORD_NANOPORE;Single;;DRX647712;SRA	Environment	Plant	Solanum lycopersicum	2017				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229263	DRS486909	2025-07-16	2025-06-02	RAL_AA1064AA	Assembled	28.6	5.2	98781	5713026	Ralstonia solanacearum;99.49%	183	10920	RAL_AA1922AA_AS
RAL_AA1065AA	MAFF 311771	DRR667608;OXFORD_NANOPORE;Single;;DRX647710;SRA,DRR667607;ILLUMINA;Paired;;DRX647709;SRA	Environment	Plant	Solanum lycopersicum	2017				Asia	Japan	Kumamoto Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229262	DRS486908	2025-07-16	2025-06-02	RAL_AA1065AA	Assembled	27.5	5.2	131181	5706979	Ralstonia solanacearum;100.0%	138	9453	RAL_AA1807AA_AS
RAL_AA1066AA	MAFF 211269	DRR667605;ILLUMINA;Paired;;DRX647707;SRA,DRR667606;OXFORD_NANOPORE;Single;;DRX647708;SRA	Environment	Plant	Solanum melongena	1985				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229261	DRS486907	2025-07-16	2025-06-02	RAL_AA1066AA	Assembled	53.4	5.2	78607	5741931	Ralstonia solanacearum;99.82%	175	2869	RAL_AA1923AA_AS
RAL_AA1067AA	MAFF 106269	DRR667604;OXFORD_NANOPORE;Single;;DRX647706;SRA,DRR667603;ILLUMINA;Paired;;DRX647705;SRA	Environment	Plant	Solanum lycopersicum	1984				Asia	Japan	Shiga Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229260	DRS486906	2025-07-16	2025-06-02	RAL_AA1067AA	Assembled	46	5.2	75530	5775387	Ralstonia solanacearum;99.14%	241	4738	RAL_AA1924AA_AS
RAL_AA1069AA	MAFF 106267	DRR667600;OXFORD_NANOPORE;Single;;DRX647702;SRA,DRR667599;ILLUMINA;Paired;;DRX647701;SRA	Environment	Plant	Solanum melongena	1983				Asia	Japan	Fukuoka Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229258	DRS486904	2025-07-16	2025-06-02	RAL_AA1069AA	Assembled	50.5	5.2	110941	5681249	Ralstonia solanacearum;100.0%	179	4433	RAL_AA1926AA_AS
RAL_AA1070AA	MAFF 106266	DRR667597;ILLUMINA;Paired;;DRX647699;SRA,DRR667598;OXFORD_NANOPORE;Single;;DRX647700;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan	Shizuoka Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229257	DRS486903	2025-07-16	2025-06-02	RAL_AA1070AA	Assembled	49.1	5.2	78610	5781676	Ralstonia solanacearum;98.97%	207	4953	RAL_AA1927AA_AS
RAL_AA1071AA	MAFF 106265	DRR667595;ILLUMINA;Paired;;DRX647697;SRA,DRR667596;OXFORD_NANOPORE;Single;;DRX647698;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229256	DRS486902	2025-07-16	2025-06-02	RAL_AA1071AA	Assembled	50.6	5.2	82592	5704612	Ralstonia solanacearum;100.0%	209	4621	RAL_AA1928AA_AS
RAL_AA1073AA	MAFF 211267	DRR667592;OXFORD_NANOPORE;Single;;DRX647694;SRA,DRR667591;ILLUMINA;Paired;;DRX647693;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan	Shimane Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229254	DRS486900	2025-07-16	2025-06-02	RAL_AA1073AA	Assembled	42.9	5.2	80379	5745676	Ralstonia solanacearum;99.65%	202	5309	RAL_AA1808AA_AS
RAL_AA1075AA	MAFF 211268	DRR667588;OXFORD_NANOPORE;Single;;DRX647690;SRA,DRR667587;ILLUMINA;Paired;;DRX647689;SRA	Environment	Plant	Solanum melongena	1982				Asia	Japan	Kochi Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229252	DRS486898	2025-07-16	2025-06-02	RAL_AA1075AA	Assembled	45.7	5.2	77570	5941371	Ralstonia solanacearum;100.0%	230	4933	RAL_AA1143AA_AS
RAL_AA1076AA	MAFF 106218	DRR667553;ILLUMINA;Paired;;DRX647655;SRA,DRR667554;OXFORD_NANOPORE;Single;;DRX647656;SRA	Environment	Plant	Solanum melongena	2020				Asia	Japan	Mie Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229235	DRS486881	2025-07-16	2025-06-02	RAL_AA1076AA	Assembled	39.8	5.2	141318	5793603	Ralstonia solanacearum;100.0%	137	4741	RAL_AA1144AA_AS
RAL_AA1077AA	MAFF 106217	DRR667552;OXFORD_NANOPORE;Single;;DRX647654;SRA,DRR667551;ILLUMINA;Paired;;DRX647653;SRA	Environment	Plant	Solanum melongena	1987				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229234	DRS486880	2025-07-16	2025-06-02	RAL_AA1077AA	Assembled	45.9	5.2	106381	5563738	Ralstonia solanacearum;99.82%	140	4348	RAL_AA1145AA_AS
RAL_AA1079AA	MAFF 106215	DRR667547;ILLUMINA;Paired;;DRX647649;SRA,DRR667548;OXFORD_NANOPORE;Single;;DRX647650;SRA	Environment	Plant	Solanum lycopersicum	1985				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229232	DRS486878	2025-07-16	2025-06-02	RAL_AA1079AA	Assembled	43.6	5.2	78610	5812852	Ralstonia solanacearum;99.83%	212	4697	RAL_AA1146AA_AS
RAL_AA1080AA	MAFF 106214	DRR667546;OXFORD_NANOPORE;Single;;DRX647648;SRA,DRR667545;ILLUMINA;Paired;;DRX647647;SRA	Environment	Plant	Solanum lycopersicum	1985				Asia	Japan	Tottori Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229231	DRS486877	2025-07-16	2025-06-02	RAL_AA1080AA	Assembled	50.1	5.2	80186	5797882	Ralstonia solanacearum;99.83%	211	4490	RAL_AA1932AA_AS
RAL_AA1081AA	MAFF 106213	DRR667544;OXFORD_NANOPORE;Single;;DRX647646;SRA,DRR667543;ILLUMINA;Paired;;DRX647645;SRA	Environment	Plant	Solanum melongena	1985				Asia	Japan	Hyogo Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229230	DRS486876	2025-07-16	2025-06-02	RAL_AA1081AA	Assembled	55.1	5.2	77832	5754619	Ralstonia solanacearum;98.93%	188	3198	RAL_AA1147AA_AS
RAL_AA1082AA	MAFF 106212	DRR667542;OXFORD_NANOPORE;Single;;DRX647644;SRA,DRR667541;ILLUMINA;Paired;;DRX647643;SRA	Environment	Plant	Solanum lycopersicum	1984				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229229	DRS486875	2025-07-16	2025-06-02	RAL_AA1082AA	Assembled	47.2	5.2	77782	5647497	Ralstonia solanacearum;100.0%	186	4081	RAL_AA1933AA_AS
RAL_AA1083AA	MAFF 106211	DRR667539;ILLUMINA;Paired;;DRX647641;SRA,DRR667540;OXFORD_NANOPORE;Single;;DRX647642;SRA	Environment	Plant	Solanum melongena	1984				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229228	DRS486874	2025-07-16	2025-06-02	RAL_AA1083AA	Assembled	46.6	5.2	133661	5715688	Ralstonia solanacearum;100.0%	122	2682	RAL_AA1809AA_AS
RAL_AA1085AA	MAFF 106209	DRR667535;ILLUMINA;Paired;;DRX647637;SRA,DRR667536;OXFORD_NANOPORE;Single;;DRX647638;SRA	Environment	Plant	Solanum lycopersicum	1984				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229226	DRS486872	2025-07-16	2025-06-02	RAL_AA1085AA	Assembled	37.5	5.2	78610	5803168	Ralstonia solanacearum;100.0%	186	6395	RAL_AA1148AA_AS
RAL_AA1086AA	MAFF 106208	DRR667534;OXFORD_NANOPORE;Single;;DRX647636;SRA,DRR667533;ILLUMINA;Paired;;DRX647635;SRA	Environment	Plant	Solanum melongena	1984				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229225	DRS486871	2025-07-16	2025-06-02	RAL_AA1086AA	Assembled	52.7	5.2	94678	5650342	Ralstonia solanacearum;100.0%	178	3321	RAL_AA1810AA_AS
RAL_AA1087AA	MAFF 106207	DRR667531;ILLUMINA;Paired;;DRX647633;SRA,DRR667532;OXFORD_NANOPORE;Single;;DRX647634;SRA	Environment	Plant	Solanum lycopersicum	1984				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229224	DRS486870	2025-07-16	2025-06-02	RAL_AA1087AA	Assembled	32.3	5.2	137789	5688309	Ralstonia solanacearum;100.0%	126	6468	RAL_AA1811AA_AS
RAL_AA1088AA	MAFF 106206	DRR667530;OXFORD_NANOPORE;Single;;DRX647632;SRA,DRR667529;ILLUMINA;Paired;;DRX647631;SRA	Environment	Plant	Solanum melongena	1984				Asia	Japan	Fukuoka Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229223	DRS486869	2025-07-16	2025-06-02	RAL_AA1088AA	Assembled	39.8	5.2	82740	5738954	Ralstonia solanacearum;99.82%	161	4229	RAL_AA1149AA_AS
RAL_AA1089AA	MAFF 106258	DRR667527;ILLUMINA;Paired;;DRX647629;SRA,DRR667528;OXFORD_NANOPORE;Single;;DRX647630;SRA	Environment	Plant	Solanum melongena	1983				Asia	Japan	Kochi Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229222	DRS486868	2025-07-16	2025-06-02	RAL_AA1089AA	Assembled	41.3	5.2	133992	5687818	Ralstonia solanacearum;100.0%	133	4942	RAL_AA1150AA_AS
RAL_AA1090AA	MAFF 106205	DRR667526;OXFORD_NANOPORE;Single;;DRX647628;SRA,DRR667525;ILLUMINA;Paired;;DRX647627;SRA	Environment	Plant	Solanum melongena	1983				Asia	Japan	Kochi Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229221	DRS486867	2025-07-16	2025-06-02	RAL_AA1090AA	Assembled	37.8	5.2	133479	5751780	Ralstonia solanacearum;100.0%	122	5184	RAL_AA1151AA_AS
RAL_AA1091AA	MAFF 106204	DRR667523;ILLUMINA;Paired;;DRX647625;SRA,DRR667524;OXFORD_NANOPORE;Single;;DRX647626;SRA	Environment	Plant	Solanum melongena	1983				Asia	Japan	Kochi Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229220	DRS486866	2025-07-16	2025-06-02	RAL_AA1091AA	Assembled	45	5.2	121970	5754894	Ralstonia solanacearum;100.0%	132	3604	RAL_AA1152AA_AS
RAL_AA1092AA	MAFF 106255	DRR667490;OXFORD_NANOPORE;Single;;DRX647592;SRA,DRR667489;ILLUMINA;Paired;;DRX647591;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan	Kumamoto Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229203	DRS486849	2025-07-16	2025-06-02	RAL_AA1092AA	Assembled	51.2	5.2	119419	5681482	Ralstonia solanacearum;100.0%	154	4005	RAL_AA1153AA_AS
RAL_AA1093AA	MAFF 311888	DRR667488;OXFORD_NANOPORE;Single;;DRX647590;SRA,DRR667487;ILLUMINA;Paired;;DRX647589;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229202	DRS486848	2025-07-16	2025-06-02	RAL_AA1093AA	Assembled	49.3	5.2	83467	5642390	Ralstonia solanacearum;100.0%	177	3486	RAL_AA1935AA_AS
RAL_AA1094AA	MAFF 311887	DRR667486;OXFORD_NANOPORE;Single;;DRX647588;SRA,DRR667485;ILLUMINA;Paired;;DRX647587;SRA	Environment	Plant	Capsicum annuum	1982				Asia	Japan	Oita Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229201	DRS486847	2025-07-16	2025-06-02	RAL_AA1094AA	Assembled	46	5.2	110929	5664474	Ralstonia solanacearum;100.0%	165	4194	RAL_AA1154AA_AS
RAL_AA1095AA	MAFF 311886	DRR667483;ILLUMINA;Paired;;DRX647585;SRA,DRR667484;OXFORD_NANOPORE;Single;;DRX647586;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan	Oita Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229200	DRS486846	2025-07-16	2025-06-02	RAL_AA1095AA	Assembled	42.1	5.2	123667	5656612	Ralstonia solanacearum;100.0%	167	5480	RAL_AA1155AA_AS
RAL_AA1096AA	MAFF 311885	DRR667482;OXFORD_NANOPORE;Single;;DRX647584;SRA,DRR667481;ILLUMINA;Paired;;DRX647583;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan	Oita Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229199	DRS486845	2025-07-16	2025-06-02	RAL_AA1096AA	Assembled	46.8	5.2	79709	5853175	Ralstonia solanacearum;100.0%	230	5158	RAL_AA1156AA_AS
RAL_AA1097AA	MAFF 311884	DRR667480;OXFORD_NANOPORE;Single;;DRX647582;SRA,DRR667479;ILLUMINA;Paired;;DRX647581;SRA	Environment	Plant	Solanum melongena	1982				Asia	Japan	Yamanashi Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229198	DRS486844	2025-07-16	2025-06-02	RAL_AA1097AA	Assembled	39.9	5.2	80334	5779172	Ralstonia solanacearum;98.97%	201	6199	RAL_AA1812AA_AS
RAL_AA1098AA	MAFF 311883	DRR667477;ILLUMINA;Paired;;DRX647579;SRA,DRR667478;OXFORD_NANOPORE;Single;;DRX647580;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan	Kanagawa Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229197	DRS486843	2025-07-16	2025-06-02	RAL_AA1098AA	Assembled	44.8	5.2	78610	5737866	Ralstonia solanacearum;100.0%	190	4428	RAL_AA1936AA_AS
RAL_AA1100AA	MAFF 311881	DRR667473;ILLUMINA;Paired;;DRX647575;SRA,DRR667474;OXFORD_NANOPORE;Single;;DRX647576;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan	Yamaguchi Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229195	DRS486841	2025-07-16	2025-06-02	RAL_AA1100AA	Assembled	19.3	5.2	82080	5676525	Ralstonia solanacearum;99.64%	172	24018	RAL_AA1157AA_AS
RAL_AA1101AA	MAFF 311880	DRR667471;ILLUMINA;Paired;;DRX647573;SRA,DRR667472;OXFORD_NANOPORE;Single;;DRX647574;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan	Yamaguchi Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229194	DRS486840	2025-07-16	2025-06-02	RAL_AA1101AA	Assembled	38	5.2	78135	5756233	Ralstonia solanacearum;100.0%	213	6550	RAL_AA1938AA_AS
RAL_AA1102AA	MAFF 311879	DRR667469;ILLUMINA;Paired;;DRX647571;SRA,DRR667470;OXFORD_NANOPORE;Single;;DRX647572;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229193	DRS486839	2025-07-16	2025-06-02	RAL_AA1102AA	Assembled	39.5	5.2	80165	5844940	Ralstonia solanacearum;99.33%	221	6268	RAL_AA1158AA_AS
RAL_AA1103AA	MAFF 311878	DRR667468;OXFORD_NANOPORE;Single;;DRX647570;SRA,DRR667467;ILLUMINA;Paired;;DRX647569;SRA	Environment	Plant	Solanum melongena	1982				Asia	Japan							National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229192	DRS486838	2025-07-16	2025-06-02	RAL_AA1103AA	Assembled	51.2	5.2	82961	5704631	Ralstonia solanacearum;100.0%	192	3792	RAL_AA1814AA_AS
RAL_AA1104AA	MAFF 311877	DRR667466;OXFORD_NANOPORE;Single;;DRX647568;SRA,DRR667465;ILLUMINA;Paired;;DRX647567;SRA	Environment	Plant	Solanum lycopersicum	1982				Asia	Japan	Gunma Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229191	DRS486837	2025-07-16	2025-06-02	RAL_AA1104AA	Assembled	50.4	5.2	74612	5917138	Ralstonia solanacearum;99.33%	222	4581	RAL_AA1159AA_AS
RAL_AA1105AA	MAFF 311876	DRR667463;ILLUMINA;Paired;;DRX647565;SRA,DRR667464;OXFORD_NANOPORE;Single;;DRX647566;SRA	Environment	Plant	Solanum melongena	1982				Asia	Japan	Tokyo						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229190	DRS486836	2025-07-16	2025-06-02	RAL_AA1105AA	Assembled	60.6	5.2	81790	5621276	Ralstonia solanacearum;100.0%	178	3095	RAL_AA1815AA_AS
RAL_AA1106AA	MAFF 106254	DRR667462;OXFORD_NANOPORE;Single;;DRX647564;SRA,DRR667461;ILLUMINA;Paired;;DRX647563;SRA	Environment	Plant	Solanum melongena	1982				Asia	Japan	Wakayama Prefecture						National Agriculture and Food Research Organization	Ralstonia pseudosolanacearum					PRJDB20372	DRP013383	SAMD01229189	DRS486835	2025-07-16	2025-06-02	RAL_AA1106AA	Assembled	49.3	5.2	77918	5730849	Ralstonia solanacearum;100.0%	183	3096	RAL_AA1939AA_AS
